201011220401594040,  1, 11, 7.014950
201011220401596600,  1, 11, 6.860561
201011220401599000,  1, 11, 6.976067
201011220402002040,  1, 11, 7.194497
201011220402004440,  1, 11, 6.898300
201011220402006830,  1, 11, 6.910880
201011220402009710,  1, 11, 7.139604
201011220402012110,  1, 11, 6.835402
201011220402014510,  1, 11, 6.820535
201011220402017550,  1, 11, 7.026385
201011220402019950,  1, 11, 7.001226
201011220402022670,  1, 11, 6.884577
201011220402025710,  1, 11, 7.016093
201011220402028110,  1, 11, 6.707316
201011220402030510,  1, 11, 7.154471
201011220402033560,  1, 11, 6.692450
201011220402035940,  1, 11, 7.205934
201011220402038340,  1, 11, 7.065269
201011220402041380,  1, 11, 7.040109
201011220402043780,  1, 11, 7.154470
201011220402046180,  1, 11, 7.140747
201011220402049220,  1, 11, 6.963487
201011220402051620,  1, 11, 7.152184
201011220402054020,  1, 11, 6.873141
201011220402057540,  1, 11, 7.116731
201011220402059940,  1, 11, 7.180774
201011220402062340,  1, 11, 7.041253
201011220402064750,  1, 11, 7.321439
201011220402067650,  1, 11, 7.051545
201011220402070020,  1, 11, 6.938327
201011220402073050,  1, 11, 6.909737
201011220402075450,  1, 11, 7.271120
201011220402078170,  1, 11, 7.271120
201011220402081370,  1, 11, 7.256252
201011220402084570,  1, 11, 7.295135
201011220402087130,  1, 11, 7.013806
201011220402089530,  1, 11, 6.909737
201011220402091940,  1, 11, 7.295135
201011220402094330,  1, 11, 6.897157
201011220402096730,  1, 11, 6.976067
201011220402099120,  1, 11, 9.038009
201011220402102640,  1, 11, 7.179630
201011220402106160,  1, 11, 7.356891
201011220402109200,  1, 11, 7.258540
201011220402111600,  1, 11, 7.103008
201011220402114000,  1, 11, 6.717609
201011220402116880,  1, 11, 6.912024
201011220402119280,  1, 11, 6.769072
201011220402121680,  1, 11, 6.973779
201011220402124720,  1, 11, 7.194497
201011220402127120,  1, 11, 7.075561
201011220402129520,  1, 11, 7.319152
201011220402132550,  1, 11, 7.424365
201011220402134950,  1, 11, 7.114444
201011220402137350,  1, 11, 7.075561
201011220402140390,  1, 11, 6.987503
201011220402142790,  1, 11, 7.025242
201011220402145190,  1, 11, 6.654710
201011220402148070,  1, 11, 7.179630
201011220402150470,  1, 11, 6.962343
201011220402152870,  1, 11, 7.001226
201011220402155900,  1, 11, 7.140747
201011220402158300,  1, 11, 7.334019
201011220402160700,  1, 11, 6.681013
201011220402165980,  1, 11, 8.447902
201011220402169010,  1, 11, 7.512423
201011220402171420,  1, 11, 7.268832
201011220402173810,  1, 11, 7.255109
201011220402176850,  1, 11, 7.258540
201011220402179250,  1, 11, 7.026385
201011220402181650,  1, 11, 7.127024
201011220402184690,  1, 11, 7.127024
201011220402187090,  1, 11, 7.255109
201011220402189480,  1, 11, 6.884577
201011220402192370,  1, 11, 7.026385
201011220402194770,  1, 11, 7.371758
201011220402197170,  1, 11, 6.947476
201011220402200210,  1, 11, 6.835402
201011220402202600,  1, 11, 7.256253
201011220402205000,  1, 11, 6.756492
201011220402208040,  1, 11, 6.987503
201011220402210440,  1, 11, 6.962343
201011220402212840,  1, 11, 7.064125
201011220402215870,  1, 11, 6.834258
201011220402218270,  1, 11, 7.077848
201011220402220670,  1, 11, 7.244817
201011220402223710,  1, 11, 6.833114
201011220402226430,  1, 11, 7.127024
201011220402228830,  1, 11, 6.679870
201011220402231870,  1, 11, 7.075561
201011220402234910,  1, 11, 6.988647
201011220402237310,  1, 11, 6.794231
201011220402239710,  1, 11, 7.165907
201011220402242750,  1, 11, 6.937183
201011220402245140,  1, 11, 6.962343
201011220402247540,  1, 11, 8.662903
201011220402250580,  1, 11, 6.963487
201011220402252980,  1, 11, 7.103008
201011220402255380,  1, 11, 6.924603
201011220402258420,  1, 11, 6.898300
