201011050352017798,  1, 5, 6.642130 
201011050352019818,  2, 5, 7.985881 
201011050352021668,  3, 5, 5.068513 
201011050352023598,  4, 5, 3.393113 
201011050352025288,  1, 6, 9.187822 
201011050352027018,  2, 6, 7.115588 
201011050352028698,  3, 6, 8.842449 
201011050352030468,  4, 6, 7.089284 
201011050352032168,  1, 7, 6.796518 
201011050352033888,  2, 7, 7.028673 
201011050352035578,  3, 7, 5.873619 
201011050352037338,  4, 7, 4.620214 
201011050352039048,  1, 8, 5.823300 
201011050352040768,  2, 8, 6.271598 
201011050352042448,  3, 8, 3.738485 
201011050352044218,  4, 8, 4.697981 
201011050352045918,  1, 9, 3.120932 
201011050352047638,  2, 9, 5.583140 
201011050352049318,  3, 9, 4.887821 
201011050352051078,  4, 9, 7.205934 
201011050352052798,  1, 10, 5.068513 
201011050352054528,  2, 10, 8.652609 
201011050352056198,  3, 10, 5.349842 
201011050352057958,  4, 10, 4.337741 
201011050352059668,  1, 11, 3.811677 
201011050352061398,  2, 11, 5.619736 
201011050352063228,  3, 11, 6.245295 
201011050352064988,  4, 11, 4.070134 
201011050352066708,  1, 12, 5.822156 
201011050352069228,  2, 12, 8.728088 
201011050352071058,  3, 12, 6.181252 
201011050352072818,  4, 12, 6.678726 
201011050352074548,  1, 13, 2.430187 
201011050352076268,  2, 13, 4.531013 
201011050352078088,  3, 13, 3.815108 
201011050352079848,  4, 13, 2.698937 
201011050352081588,  1, 14, 2.701224 
201011050352083308,  2, 14, 3.379390 
201011050352085118,  3, 14, 5.372715 
201011050352086878,  4, 14, 3.888299 
201011050352088618,  1, 5, 6.692449 
201011050352090338,  2, 5, 4.326304 
201011050352092148,  3, 5, 8.395296 
201011050352093918,  4, 5, 3.507475 
201011050352095648,  1, 6, 7.792609 
201011050352097378,  2, 6, 7.245960 
201011050352099178,  3, 6, 8.267210 
201011050352100948,  4, 6, 6.580375 
201011050352102688,  1, 7, 7.037822 
201011050352104408,  2, 7, 7.283700 
201011050352106218,  3, 7, 5.823300 
201011050352107978,  4, 7, 4.543592 
201011050352109718,  1, 8, 5.774124 
201011050352111448,  2, 8, 6.026864 
201011050352113248,  3, 8, 2.791570 
201011050352115008,  4, 8, 4.529869 
201011050352116758,  1, 9, 4.095294 
201011050352118958,  2, 9, 5.401305 
201011050352120758,  3, 9, 4.978167 
201011050352122518,  4, 9, 7.463247 
201011050352124278,  1, 10, 5.093672 
201011050352125988,  2, 10, 8.666333 
201011050352127798,  3, 10, 5.632316 
201011050352129558,  4, 10, 4.953007 
201011050352131318,  1, 11, 3.442288 
201011050352133028,  2, 11, 5.579710 
201011050352134828,  3, 11, 7.894391 
201011050352136588,  4, 11, 3.902023 
201011050352138348,  1, 12, 5.695215 
201011050352140058,  2, 12, 9.073461 
201011050352141858,  3, 12, 5.811864 
201011050352143618,  4, 12, 6.706173 
201011050352145388,  1, 13, 2.698937 
201011050352147108,  2, 13, 4.568751 
201011050352148888,  3, 13, 3.938618 
201011050352150648,  4, 13, 3.874576 
201011050352152418,  1, 14, 2.446198 
201011050352154618,  2, 14, 4.760880 
201011050352156408,  3, 14, 5.515667 
201011050352158168,  4, 14, 3.955773 
201011050352160728,  1, 5, 6.564364 
201011050352162448,  2, 5, 4.466969 
201011050352164238,  3, 5, 5.323539 
201011050352165998,  4, 5, 4.057555 
201011050352167758,  1, 6, 10.481254 
201011050352169488,  2, 6, 7.233380 
201011050352171278,  3, 6, 8.624020 
201011050352173028,  4, 6, 7.036678 
201011050352174798,  1, 7, 6.424843 
201011050352176528,  2, 7, 7.103008 
201011050352178308,  3, 7, 5.479071 
201011050352180058,  4, 7, 4.863805 
201011050352181838,  1, 8, 6.347076 
201011050352183558,  2, 8, 6.231571 
201011050352185358,  3, 8, 3.913459 
201011050352187088,  4, 8, 4.925560 
201011050352188868,  1, 9, 3.443432 
201011050352190588,  2, 9, 5.618592 
201011050352192388,  3, 9, 5.029630 
201011050352194118,  4, 9, 7.229949 
201011050352195908,  1, 10, 4.773459 
201011050352197628,  2, 10, 8.306093 
201011050352199418,  3, 10, 5.285800 
201011050352201148,  4, 10, 4.274842 
201011050352202938,  1, 11, 4.390347 
201011050352204658,  2, 11, 5.681491 
201011050352206448,  3, 11, 6.385960 
201011050352208188,  4, 11, 4.018672 
201011050352209988,  1, 12, 5.415029 
201011050352211698,  2, 12, 8.831014 
201011050352213478,  3, 12, 6.221279 
201011050352215218,  4, 12, 6.538061 
201011050352217658,  1, 13, 2.458777 
201011050352219368,  2, 13, 4.352608 
201011050352221158,  3, 13, 3.431996 
201011050352222888,  4, 13, 3.006570 
201011050352224688,  1, 14, 2.238060 
201011050352227048,  2, 14, 4.326304 
201011050352228828,  3, 14, 4.762023 
201011050352230568,  4, 14, 3.891730 
201011050352232368,  1, 5, 6.705029 
201011050352234088,  2, 5, 4.657954 
201011050352235858,  3, 5, 7.360322 
201011050352237598,  4, 5, 3.405693 
201011050352239398,  1, 6, 7.076705 
201011050352241118,  2, 6, 7.640508 
201011050352242888,  3, 6, 9.470297 
201011050352244628,  4, 6, 5.323539 
201011050352246428,  1, 7, 6.781651 
201011050352248148,  2, 7, 7.233380 
201011050352249928,  3, 7, 5.823300 
201011050352251658,  4, 7, 5.106252 
201011050352253458,  1, 8, 6.078327 
201011050352255178,  2, 8, 5.504230 
201011050352256958,  3, 8, 3.555507 
201011050352258698,  4, 8, 4.787183 
201011050352260488,  1, 9, 2.406171 
201011050352262218,  2, 9, 5.912502 
201011050352263998,  3, 9, 5.106252 
201011050352265728,  4, 9, 8.051066 
201011050352267528,  1, 10, 4.607635 
201011050352269238,  2, 10, 9.034578 
201011050352271028,  3, 10, 5.592289 
201011050352272758,  4, 10, 4.605348 
201011050352274558,  1, 11, 4.824922 
201011050352276278,  2, 11, 5.400162 
201011050352278068,  3, 11, 6.448859 
201011050352279788,  4, 11, 3.738485 
201011050352281598,  1, 12, 5.337263 
201011050352283308,  2, 12, 9.201546 
201011050352285098,  3, 12, 6.334497 
201011050352287458,  4, 12, 6.605535 
201011050352289278,  1, 13, 2.472501 
201011050352290988,  2, 13, 4.479549 
201011050352292778,  3, 13, 3.274177 
201011050352294488,  4, 13, 4.107874 
201011050352296308,  1, 14, 2.712661 
201011050352298018,  2, 14, 7.308859 
201011050352299808,  3, 14, 5.745534 
201011050352301518,  4, 14, 3.900879 
201011050352303338,  1, 5, 6.769072 
201011050352305048,  2, 5, 2.992847 
201011050352306838,  3, 5, 7.204790 
201011050352308548,  4, 5, 3.595533 
201011050352310218,  1, 6, 7.856652 
201011050352311928,  2, 6, 15.808224 
201011050352313718,  3, 6, 7.267689 
201011050352315418,  4, 6, 5.157715 
201011050352317088,  1, 7, 6.105774 
201011050352318828,  2, 7, 6.691306 
201011050352320588,  3, 7, 5.310960 
201011050352322288,  4, 7, 4.607635 
201011050352324118,  1, 8, 3.827688 
201011050352325858,  2, 8, 5.889630 
201011050352327618,  3, 8, 3.083193 
201011050352329318,  4, 8, 4.671678 
201011050352330998,  1, 9, 2.928804 
201011050352332728,  2, 9, 7.498699 
201011050352334498,  3, 9, 4.684257 
201011050352336198,  4, 9, 8.051066 
201011050352337868,  1, 10, 4.543592 
201011050352339598,  2, 10, 4.837502 
201011050352341368,  3, 10, 5.234337 
201011050352343068,  4, 10, 4.695693 
201011050352344738,  1, 11, 6.527768 
201011050352346478,  2, 11, 4.350321 
201011050352348238,  3, 11, 7.282556 
201011050352349938,  4, 11, 4.671678 
201011050352351618,  1, 12, 6.973779 
201011050352353658,  2, 12, 6.285321 
201011050352355428,  3, 12, 5.668912 
201011050352357128,  4, 12, 6.820535 
201011050352358808,  1, 13, 2.506809 
201011050352360528,  2, 13, 5.963965 
201011050352362298,  3, 13, 3.391969 
201011050352364008,  4, 13, 3.633273 
201011050352365838,  1, 14, 2.302102 
201011050352367568,  2, 14, 7.997316 
201011050352369328,  3, 14, 5.259497 
201011050352371048,  4, 14, 4.096437 
201011050352372718,  1, 5, 6.580375 
201011050352374438,  2, 5, 3.290187 
201011050352376208,  3, 5, 5.171438 
201011050352377918,  4, 5, 7.566173 
201011050352379588,  1, 6, 7.331732 
201011050352381318,  2, 6, 14.783543 
201011050352383088,  3, 6, 6.730188 
201011050352384798,  4, 6, 5.824444 
201011050352386478,  1, 7, 6.487741 
201011050352388188,  2, 7, 6.653566 
201011050352389958,  3, 7, 5.617449 
201011050352391668,  4, 7, 4.760880 
201011050352393348,  1, 8, 5.029630 
201011050352395058,  2, 8, 5.747821 
201011050352396838,  3, 8, 3.596677 
201011050352398538,  4, 8, 4.979311 
201011050352400218,  1, 9, 3.107209 
201011050352401928,  2, 9, 6.794231 
201011050352403708,  3, 9, 4.401783 
201011050352405418,  4, 9, 8.434178 
201011050352407088,  1, 10, 5.029630 
201011050352408808,  2, 10, 7.141891 
201011050352410578,  3, 10, 5.209177 
201011050352412288,  4, 10, 4.441810 
201011050352413968,  1, 11, 7.088141 
201011050352415678,  2, 11, 6.246439 
201011050352417448,  3, 11, 8.383860 
201011050352419158,  4, 11, 3.760214 
201011050352420858,  1, 12, 7.037822 
201011050352422548,  2, 12, 7.217370 
201011050352424328,  3, 12, 5.362422 
201011050352426038,  4, 12, 6.528912 
201011050352427728,  1, 13, 3.044310 
201011050352429418,  2, 13, 6.539205 
201011050352431198,  3, 13, 3.890586 
201011050352432908,  4, 13, 3.696172 
201011050352434598,  1, 14, 2.905932 
201011050352436288,  2, 14, 6.640986 
201011050352438068,  3, 14, 5.209177 
201011050352439778,  4, 14, 3.699603 
201011050352441468,  1, 5, 6.756492 
201011050352443168,  2, 5, 5.464204 
201011050352444938,  3, 5, 5.760401 
201011050352446648,  4, 5, 4.505853 
201011050352448348,  1, 6, 7.909258 
201011050352450048,  2, 6, 13.208781 
201011050352451808,  3, 6, 10.340590 
201011050352453518,  4, 6, 5.991412 
201011050352455208,  1, 7, 6.093194 
201011050352456928,  2, 7, 7.562742 
201011050352458678,  3, 7, 5.607156 
201011050352460388,  4, 7, 4.723140 
201011050352462088,  1, 8, 4.516145 
201011050352463798,  2, 8, 5.273220 
201011050352465558,  3, 8, 3.198698 
201011050352467258,  4, 8, 5.221757 
201011050352468958,  1, 9, 2.855613 
201011050352470678,  2, 9, 6.333353 
201011050352472428,  3, 9, 4.633938 
201011050352474128,  4, 9, 7.640508 
201011050352475848,  1, 10, 5.245773 
201011050352477548,  2, 10, 10.661945 
201011050352479308,  3, 10, 5.555694 
201011050352480998,  4, 10, 3.968353 
201011050352482718,  1, 11, 8.574843 
201011050352484428,  2, 11, 3.491464 
201011050352486178,  3, 11, 4.028964 
201011050352487868,  4, 11, 3.222714 
201011050352489598,  1, 12, 7.383194 
201011050352491308,  2, 12, 8.573700 
201011050352493058,  3, 12, 5.476784 
201011050352494738,  4, 12, 7.115588 
201011050352496628,  1, 13, 2.391304 
201011050352498338,  2, 13, 5.873619 
201011050352500088,  3, 13, 3.375959 
201011050352501778,  4, 13, 2.162580 
201011050352503498,  1, 14, 2.839602 
201011050352505208,  2, 14, 6.934896 
201011050352506968,  3, 14, 4.940427 
201011050352508658,  4, 14, 3.800241 
201011050352510368,  1, 5, 6.539205 
201011050352512088,  2, 5, 8.307237 
201011050352513838,  3, 5, 6.372236 
201011050352515528,  4, 5, 3.722475 
201011050352517248,  1, 6, 8.216891 
201011050352518958,  2, 6, 9.393673 
201011050352520708,  3, 6, 7.101864 
201011050352522408,  4, 6, 6.196119 
201011050352524118,  1, 7, 5.643752 
201011050352525828,  2, 7, 7.228806 
201011050352527588,  3, 7, 5.681491 
201011050352529278,  4, 7, 4.222236 
201011050352530988,  1, 8, 5.157715 
201011050352532698,  2, 8, 6.142369 
201011050352534458,  3, 8, 3.031730 
201011050352536148,  4, 8, 4.453246 
201011050352537858,  1, 9, 3.427422 
201011050352539578,  2, 9, 7.257396 
201011050352541328,  3, 9, 4.659098 
