201011231014389683,  1, 13, 11.174286
201011231014392253,  1, 13, 11.376706
201011231014394643,  1, 13, 11.184579
201011231014397043,  1, 13, 11.377850
201011231014399443,  1, 13, 11.495643
201011231014401843,  1, 13, 11.316094
201011231014404243,  1, 13, 11.289791
201011231014406633,  1, 13, 11.440749
201011231014409033,  1, 13, 11.427025
201011231014411603,  1, 13, 11.197159
201011231014414153,  1, 13, 11.610004
201011231014416713,  1, 13, 11.428169
201011231014419113,  1, 13, 11.376706
201011231014421673,  1, 13, 11.248621
201011231014424233,  1, 13, 11.569978
201011231014426793,  1, 13, 11.762106
201011231014429353,  1, 13, 11.670616
201011231014431743,  1, 13, 11.312664
201011231014434143,  1, 13, 11.006174
201011231014436543,  1, 13, 11.712931
201011231014438943,  1, 13, 11.455616
201011231014441343,  1, 13, 11.198301
201011231014443743,  1, 13, 11.504791
201011231014446143,  1, 13, 11.312664
201011231014448703,  1, 13, 11.401865
201011231014451103,  1, 13, 11.236041
201011231014453503,  1, 13, 11.481919
201011231014455903,  1, 13, 11.364126
201011231014458303,  1, 13, 11.632876
201011231014460703,  1, 13, 11.479631
201011231014463103,  1, 13, 11.353834
201011231014465483,  1, 13, 11.325243
201011231014467893,  1, 13, 11.248621
201011231014470283,  1, 13, 11.468196
201011231014472683,  1, 13, 11.056494
201011231014475083,  1, 13, 11.328674
201011231014477483,  1, 13, 11.414446
201011231014479883,  1, 13, 11.631733
201011231014482283,  1, 13, 11.775829
201011231014484683,  1, 13, 11.316095
201011231014487083,  1, 13, 11.454472
201011231014489963,  1, 13, 11.644313
201011231014492363,  1, 13, 11.623728
201011231014494773,  1, 13, 11.300083
201011231014497153,  1, 13, 11.184578
201011231014499553,  1, 13, 11.239472
201011231014501953,  1, 13, 11.353834
201011231014504363,  1, 13, 11.224606
201011231014506753,  1, 13, 11.529951
201011231014509153,  1, 13, 11.162849
201011231014511553,  1, 13, 11.109099
201011231014513953,  1, 13, 11.236041
201011231014516353,  1, 13, 11.632877
201011231014518753,  1, 13, 11.188009
201011231014521153,  1, 13, 11.121679
201011231014523713,  1, 13, 11.032477
201011231014526113,  1, 13, 11.316094
201011231014528513,  1, 13, 11.533382
201011231014530903,  1, 13, 11.696919
201011231014534113,  1, 13, 11.930217
201011231014536503,  1, 13, 11.175429
201011231014539063,  1, 13, 11.520802
201011231014541463,  1, 13, 11.443036
201011231014543863,  1, 13, 11.340111
201011231014546263,  1, 13, 10.879232
201011231014548663,  1, 13, 11.401866
201011231014551063,  1, 13, 11.095377
201011231014553463,  1, 13, 11.061068
201011231014556503,  1, 13, 11.406441
201011231014558903,  1, 13, 11.188009
201011231014561303,  1, 13, 11.184578
201011231014563703,  1, 13, 12.043436
201011231014566093,  1, 13, 11.492212
201011231014568653,  1, 13, 11.197159
201011231014571063,  1, 13, 11.491068
201011231014573613,  1, 13, 11.517371
201011231014576013,  1, 13, 11.492211
201011231014578893,  1, 13, 11.414446
201011231014581293,  1, 13, 11.273781
201011231014583693,  1, 13, 11.249765
201011231014586093,  1, 13, 11.645456
201011231014588493,  1, 13, 11.354978
201011231014590893,  1, 13, 11.556254
201011231014593293,  1, 13, 11.070217
201011231014595693,  1, 13, 11.071361
201011231014598093,  1, 13, 11.380136
201011231015001133,  1, 13, 11.337824
201011231015003523,  1, 13, 11.606573
201011231015005923,  1, 13, 11.316095
201011231015008483,  1, 13, 11.645456
201011231015010883,  1, 13, 11.543674
201011231015013283,  1, 13, 11.802132
201011231015015683,  1, 13, 11.212025
201011231015018083,  1, 13, 11.234898
201011231015020483,  1, 13, 11.942797
201011231015022883,  1, 13, 11.352690
201011231015025273,  1, 13, 11.312664
201011231015027673,  1, 13, 11.465908
201011231015030243,  1, 13, 11.325243
201011231015032633,  1, 13, 11.185722
